Data_file_name,Column_name,Shapefile,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_672,VAR_2_672,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Industry, by workplace address",Education and Training,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Industry, by workplace address (Education and Training)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_673,VAR_2_673,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Industry, by workplace address",Health Care and Social Assistance,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Industry, by workplace address (Health Care and Social Assistance)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_674,VAR_2_674,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Industry, by workplace address",Arts and Recreation Services,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Industry, by workplace address (Arts and Recreation Services)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_675,VAR_2_675,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Industry, by workplace address",Other Services,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Industry, by workplace address (Other Services)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_676,VAR_2_676,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Industry, by workplace address",Not Elsewhere Included,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Industry, by workplace address (Not Elsewhere Included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_677,VAR_2_677,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Industry, by workplace address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Industry, by workplace address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_678,VAR_2_678,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Industry, by workplace address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Industry, by workplace address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_679,VAR_2_679,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Managers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Managers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_680,VAR_2_680,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Professionals,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Professionals)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_681,VAR_2_681,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Technicians and Trades Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Technicians and Trades Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_682,VAR_2_682,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Community and Personal Service Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Community and Personal Service Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_683,VAR_2_683,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Clerical and Administrative Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Clerical and Administrative Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_684,VAR_2_684,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Sales Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Sales Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_685,VAR_2_685,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Machinery Operators and Drivers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Machinery Operators and Drivers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_686,VAR_2_686,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Labourers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Labourers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_687,VAR_2_687,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Residual Categories (Operational Codes only),"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Residual Categories (Operational Codes only))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_688,VAR_2_688,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_689,VAR_2_689,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by usual residence address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by usual residence address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_690,VAR_2_690,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Managers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Managers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_691,VAR_2_691,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Professionals,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Professionals)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_692,VAR_2_692,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Technicians and Trades Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Technicians and Trades Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_693,VAR_2_693,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Community and Personal Service Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Community and Personal Service Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_694,VAR_2_694,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Clerical and Administrative Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Clerical and Administrative Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_695,VAR_2_695,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Sales Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Sales Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_696,VAR_2_696,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Machinery Operators and Drivers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Machinery Operators and Drivers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_697,VAR_2_697,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Labourers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Labourers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_698,VAR_2_698,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Residual Categories (Operational Codes only),"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Residual Categories (Operational Codes only))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_699,VAR_2_699,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_700,VAR_2_700,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by usual residence address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by usual residence address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_701,VAR_2_701,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Managers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Managers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_702,VAR_2_702,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Professionals,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Professionals)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_703,VAR_2_703,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Technicians and Trades Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Technicians and Trades Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_704,VAR_2_704,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Community and Personal Service Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Community and Personal Service Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_705,VAR_2_705,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Clerical and Administrative Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Clerical and Administrative Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_706,VAR_2_706,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Sales Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Sales Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_707,VAR_2_707,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Machinery Operators and Drivers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Machinery Operators and Drivers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_708,VAR_2_708,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Labourers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Labourers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_709,VAR_2_709,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Residual Categories (Operational Codes only),"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Residual Categories (Operational Codes only))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_710,VAR_2_710,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_711,VAR_2_711,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by usual residence address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by usual residence address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_712,VAR_2_712,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Managers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Managers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_713,VAR_2_713,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Professionals,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Professionals)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_714,VAR_2_714,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Technicians and Trades Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Technicians and Trades Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_715,VAR_2_715,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Community and Personal Service Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Community and Personal Service Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_716,VAR_2_716,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Clerical and Administrative Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Clerical and Administrative Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_717,VAR_2_717,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Sales Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Sales Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_718,VAR_2_718,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Machinery Operators and Drivers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Machinery Operators and Drivers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_719,VAR_2_719,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Labourers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Labourers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_720,VAR_2_720,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Residual Categories (Operational Codes only),"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Residual Categories (Operational Codes only))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_721,VAR_2_721,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_722,VAR_2_722,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Occupation, by workplace address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Occupation, by workplace address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_723,VAR_2_723,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Managers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Managers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_724,VAR_2_724,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Professionals,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Professionals)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_725,VAR_2_725,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Technicians and Trades Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Technicians and Trades Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_726,VAR_2_726,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Community and Personal Service Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Community and Personal Service Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_727,VAR_2_727,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Clerical and Administrative Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Clerical and Administrative Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_728,VAR_2_728,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Sales Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Sales Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_729,VAR_2_729,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Machinery Operators and Drivers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Machinery Operators and Drivers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_730,VAR_2_730,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Labourers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Labourers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_731,VAR_2_731,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Residual Categories (Operational Codes only),"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Residual Categories (Operational Codes only))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_732,VAR_2_732,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_733,VAR_2_733,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Occupation, by workplace address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Occupation, by workplace address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_734,VAR_2_734,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Managers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Managers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_735,VAR_2_735,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Professionals,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Professionals)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_736,VAR_2_736,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Technicians and Trades Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Technicians and Trades Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_737,VAR_2_737,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Community and Personal Service Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Community and Personal Service Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_738,VAR_2_738,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Clerical and Administrative Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Clerical and Administrative Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_739,VAR_2_739,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Sales Workers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Sales Workers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_740,VAR_2_740,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Machinery Operators and Drivers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Machinery Operators and Drivers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_741,VAR_2_741,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Labourers,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Labourers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_742,VAR_2_742,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Residual Categories (Operational Codes only),"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Residual Categories (Operational Codes only))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_743,VAR_2_743,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_744,VAR_2_744,Individual,Employed census usually resident population count aged 15 years and over,2023,Count,"Occupation, by workplace address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Occupation, by workplace address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_745,VAR_2_745,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Work at home,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Work at home)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_746,VAR_2_746,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Did not go to work today,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Did not go to work today)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_747,VAR_2_747,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address","Drive a private car, truck or van","Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Drive a private car, truck or van)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_748,VAR_2_748,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address","Drive a company car, truck or van","Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Drive a company car, truck or van)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_749,VAR_2_749,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address","Passenger in a car, truck, van or company bus","Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Passenger in a car, truck, van or company bus)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_750,VAR_2_750,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Public bus,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Public bus)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_751,VAR_2_751,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Train,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Train)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_752,VAR_2_752,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Bicycle,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Bicycle)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_753,VAR_2_753,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Walk or jog,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Walk or jog)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_754,VAR_2_754,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Ferry,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Ferry)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_755,VAR_2_755,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Other,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Other)"
