Data_file_name,Column_name,Shapefile,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_375,VAR_2_375,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sources of personal income (total responses),Supported Living Payment,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sources of personal income (Supported Living Payment)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_376,VAR_2_376,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sources of personal income (total responses),Student Allowance,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sources of personal income (Student Allowance)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_377,VAR_2_377,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sources of personal income (total responses),"Other government benefits, government income support payments, war pensions or paid parental leave","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sources of personal income (Other government benefits, government income support payments, war pensions or paid parental leave)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_378,VAR_2_378,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sources of personal income (total responses),"Other sources of income, including support payments from people who do not live in my household","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sources of personal income (Other sources of income, including support payments from people who do not live in my household)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_379,VAR_2_379,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sources of personal income (total responses),Not stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sources of personal income (Not stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_380,VAR_2_380,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sources of personal income (total responses),Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sources of personal income (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_381,VAR_2_381,Individual,Census usually resident population count aged 15 years and over,2023,Count,Sources of personal income (total responses),Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Sources of personal income (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_382,VAR_2_382,Individual,Census usually resident population count aged 15 years and over,2013,Median,Total personal income,Median ($),"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Median, Var1: Total personal income (Median ($))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_383,VAR_2_383,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,"$10,000 or less","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income ($10,000 or less)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_384,VAR_2_384,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,"$10,001-$20,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income ($10,001-$20,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_385,VAR_2_385,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,"$20,001-$30,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income ($20,001-$30,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_386,VAR_2_386,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,"$30,001-$50,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income ($30,001-$50,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_387,VAR_2_387,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,"$50,001-$70,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income ($50,001-$70,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_388,VAR_2_388,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,"$70,001-$100,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income ($70,001-$100,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_389,VAR_2_389,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,"$100,001 or more","Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income ($100,001 or more)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_390,VAR_2_390,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,Not stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income (Not stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_391,VAR_2_391,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_392,VAR_2_392,Individual,Census usually resident population count aged 15 years and over,2013,Count,Total personal income,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Total personal income (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_393,VAR_2_393,Individual,Census usually resident population count aged 15 years and over,2018,Median,Total personal income,Median ($),"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Median, Var1: Total personal income (Median ($))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_394,VAR_2_394,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,"$10,000 or less","Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income ($10,000 or less)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_395,VAR_2_395,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,"$10,001-$20,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income ($10,001-$20,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_396,VAR_2_396,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,"$20,001-$30,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income ($20,001-$30,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_397,VAR_2_397,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,"$30,001-$50,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income ($30,001-$50,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_398,VAR_2_398,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,"$50,001-$70,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income ($50,001-$70,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_399,VAR_2_399,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,"$70,001-$100,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income ($70,001-$100,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_400,VAR_2_400,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,"$100,001 or more","Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income ($100,001 or more)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_401,VAR_2_401,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,Not stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income (Not stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_402,VAR_2_402,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_403,VAR_2_403,Individual,Census usually resident population count aged 15 years and over,2018,Count,Total personal income,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Total personal income (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_404,VAR_2_404,Individual,Census usually resident population count aged 15 years and over,2023,Median,Total personal income,Median ($),"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Median, Var1: Total personal income (Median ($))"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_405,VAR_2_405,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,"$10,000 or less","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income ($10,000 or less)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_406,VAR_2_406,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,"$10,001-$20,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income ($10,001-$20,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_407,VAR_2_407,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,"$20,001-$30,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income ($20,001-$30,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_408,VAR_2_408,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,"$30,001-$50,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income ($30,001-$50,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_409,VAR_2_409,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,"$50,001-$70,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income ($50,001-$70,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_410,VAR_2_410,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,"$70,001-$100,000","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income ($70,001-$100,000)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_411,VAR_2_411,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,"$100,001 or more","Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income ($100,001 or more)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_412,VAR_2_412,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,Not stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income (Not stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_413,VAR_2_413,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_414,VAR_2_414,Individual,Census usually resident population count aged 15 years and over,2023,Count,Total personal income,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Total personal income (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_415,VAR_2_415,Individual,Census usually resident population count aged 15 years and over,2013,Count,Work and labour force status,Employed Full-time,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Work and labour force status (Employed Full-time)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_416,VAR_2_416,Individual,Census usually resident population count aged 15 years and over,2013,Count,Work and labour force status,Employed Part-time,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Work and labour force status (Employed Part-time)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_417,VAR_2_417,Individual,Census usually resident population count aged 15 years and over,2013,Count,Work and labour force status,Unemployed,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Work and labour force status (Unemployed)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_418,VAR_2_418,Individual,Census usually resident population count aged 15 years and over,2013,Count,Work and labour force status,Not in the Labour Force,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Work and labour force status (Not in the Labour Force)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_419,VAR_2_419,Individual,Census usually resident population count aged 15 years and over,2013,Count,Work and labour force status,Work and Labour Force Status Unidentifiable,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Work and labour force status (Work and Labour Force Status Unidentifiable)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_420,VAR_2_420,Individual,Census usually resident population count aged 15 years and over,2013,Count,Work and labour force status,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Work and labour force status (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_421,VAR_2_421,Individual,Census usually resident population count aged 15 years and over,2013,Count,Work and labour force status,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Work and labour force status (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_422,VAR_2_422,Individual,Census usually resident population count aged 15 years and over,2018,Count,Work and labour force status,Employed Full-time,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Work and labour force status (Employed Full-time)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_423,VAR_2_423,Individual,Census usually resident population count aged 15 years and over,2018,Count,Work and labour force status,Employed Part-time,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Work and labour force status (Employed Part-time)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_424,VAR_2_424,Individual,Census usually resident population count aged 15 years and over,2018,Count,Work and labour force status,Unemployed,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Work and labour force status (Unemployed)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_425,VAR_2_425,Individual,Census usually resident population count aged 15 years and over,2018,Count,Work and labour force status,Not in the Labour Force,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Work and labour force status (Not in the Labour Force)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_426,VAR_2_426,Individual,Census usually resident population count aged 15 years and over,2018,Count,Work and labour force status,Work and Labour Force Status Unidentifiable,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Work and labour force status (Work and Labour Force Status Unidentifiable)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_427,VAR_2_427,Individual,Census usually resident population count aged 15 years and over,2018,Count,Work and labour force status,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Work and labour force status (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_428,VAR_2_428,Individual,Census usually resident population count aged 15 years and over,2018,Count,Work and labour force status,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Work and labour force status (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_429,VAR_2_429,Individual,Census usually resident population count aged 15 years and over,2023,Count,Work and labour force status,Employed Full-time,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Work and labour force status (Employed Full-time)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_430,VAR_2_430,Individual,Census usually resident population count aged 15 years and over,2023,Count,Work and labour force status,Employed Part-time,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Work and labour force status (Employed Part-time)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_431,VAR_2_431,Individual,Census usually resident population count aged 15 years and over,2023,Count,Work and labour force status,Unemployed,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Work and labour force status (Unemployed)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_432,VAR_2_432,Individual,Census usually resident population count aged 15 years and over,2023,Count,Work and labour force status,Not in the Labour Force,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Work and labour force status (Not in the Labour Force)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_433,VAR_2_433,Individual,Census usually resident population count aged 15 years and over,2023,Count,Work and labour force status,Work and Labour Force Status Unidentifiable,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Work and labour force status (Work and Labour Force Status Unidentifiable)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_434,VAR_2_434,Individual,Census usually resident population count aged 15 years and over,2023,Count,Work and labour force status,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Work and labour force status (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_435,VAR_2_435,Individual,Census usually resident population count aged 15 years and over,2023,Count,Work and labour force status,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Work and labour force status (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_436,VAR_2_436,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Looked at Job Advertisements,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Looked at Job Advertisements)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_437,VAR_2_437,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),"Wrote, Phoned or Applied in Person to an Employer","Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Wrote, Phoned or Applied in Person to an Employer)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_438,VAR_2_438,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Contacted Work and Income to Look for a Job,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Contacted Work and Income to Look for a Job)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_439,VAR_2_439,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Contacted Friends or Relatives for Help in Finding a Job,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Contacted Friends or Relatives for Help in Finding a Job)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_440,VAR_2_440,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Contacted Career Advisers or Vocational Guidance Officers,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Contacted Career Advisers or Vocational Guidance Officers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_441,VAR_2_441,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Other Job Search Methods,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Other Job Search Methods)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_442,VAR_2_442,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Not Stated,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Not Stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_443,VAR_2_443,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Total,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_444,VAR_2_444,Individual,Unemployed census usually resident population count aged 15 years and over,2013,Count,Job search methods (total responses),Total stated,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Job search methods (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_445,VAR_2_445,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Looked at Job Advertisements,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Looked at Job Advertisements)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_446,VAR_2_446,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),"Wrote, Phoned or Applied in Person to an Employer","Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Wrote, Phoned or Applied in Person to an Employer)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_447,VAR_2_447,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Contacted Work and Income to Look for a Job,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Contacted Work and Income to Look for a Job)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_448,VAR_2_448,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Contacted Friends or Relatives for Help in Finding a Job,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Contacted Friends or Relatives for Help in Finding a Job)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_449,VAR_2_449,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Contacted Career Advisers or Vocational Guidance Officers,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Contacted Career Advisers or Vocational Guidance Officers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_450,VAR_2_450,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Other Job Search Methods,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Other Job Search Methods)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_451,VAR_2_451,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Not Stated,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Not Stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_452,VAR_2_452,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Total,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_453,VAR_2_453,Individual,Unemployed census usually resident population count aged 15 years and over,2018,Count,Job search methods (total responses),Total stated,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Job search methods (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_454,VAR_2_454,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Looked at Job Advertisements,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Looked at Job Advertisements)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_455,VAR_2_455,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),"Wrote, Phoned or Applied in Person to an Employer","Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Wrote, Phoned or Applied in Person to an Employer)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_456,VAR_2_456,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Contacted Work and Income to Look for a Job,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Contacted Work and Income to Look for a Job)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_457,VAR_2_457,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Contacted Friends or Relatives for Help in Finding a Job,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Contacted Friends or Relatives for Help in Finding a Job)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_458,VAR_2_458,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Contacted Career Advisers or Vocational Guidance Officers,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Contacted Career Advisers or Vocational Guidance Officers)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_459,VAR_2_459,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Other Job Search Methods,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Other Job Search Methods)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_460,VAR_2_460,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Not Stated,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Not Stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_461,VAR_2_461,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Total,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_462,VAR_2_462,Individual,Unemployed census usually resident population count aged 15 years and over,2023,Count,Job search methods (total responses),Total stated,"Subject pop: Unemployed census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Job search methods (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_463,VAR_2_463,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,Status in employment,Paid employee,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Status in employment (Paid employee)"
