Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_196,VAR_4_196,Household,Households in occupied private dwellings,2013,Count,Total household income,"$150,001-$200,000","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($150,001-$200,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_197,VAR_4_197,Household,Households in occupied private dwellings,2013,Count,Total household income,"$200,001 or more","Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income ($200,001 or more)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_198,VAR_4_198,Household,Households in occupied private dwellings,2013,Count,Total household income,Not stated,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income (Not stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_199,VAR_4_199,Household,Households in occupied private dwellings,2013,Count,Total household income,Total,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_200,VAR_4_200,Household,Households in occupied private dwellings,2013,Count,Total household income,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Count, Var1: Total household income (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_201,VAR_4_201,Household,Households in occupied private dwellings,2013,Median,Total household income,Median ($),"Subject pop: Households in occupied private dwellings, Year: 2013, Measure: Median, Var1: Total household income (Median ($))"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_202,VAR_4_202,Household,Households in occupied private dwellings,2018,Count,Total household income,"$20,000 or less","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($20,000 or less)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_203,VAR_4_203,Household,Households in occupied private dwellings,2018,Count,Total household income,"$20,001-$30,000","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($20,001-$30,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_204,VAR_4_204,Household,Households in occupied private dwellings,2018,Count,Total household income,"$30,001-$50,000","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($30,001-$50,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_205,VAR_4_205,Household,Households in occupied private dwellings,2018,Count,Total household income,"$50,001-$70,000","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($50,001-$70,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_206,VAR_4_206,Household,Households in occupied private dwellings,2018,Count,Total household income,"$70,001-$100,000","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($70,001-$100,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_207,VAR_4_207,Household,Households in occupied private dwellings,2018,Count,Total household income,"$100,001-$150,000","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($100,001-$150,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_208,VAR_4_208,Household,Households in occupied private dwellings,2018,Count,Total household income,"$150,001-$200,000","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($150,001-$200,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_209,VAR_4_209,Household,Households in occupied private dwellings,2018,Count,Total household income,"$200,001 or more","Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income ($200,001 or more)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_210,VAR_4_210,Household,Households in occupied private dwellings,2018,Count,Total household income,Not stated,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income (Not stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_211,VAR_4_211,Household,Households in occupied private dwellings,2018,Count,Total household income,Total,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_212,VAR_4_212,Household,Households in occupied private dwellings,2018,Count,Total household income,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Count, Var1: Total household income (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_213,VAR_4_213,Household,Households in occupied private dwellings,2018,Median,Total household income,Median ($),"Subject pop: Households in occupied private dwellings, Year: 2018, Measure: Median, Var1: Total household income (Median ($))"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_214,VAR_4_214,Household,Households in occupied private dwellings,2023,Count,Total household income,"$20,000 or less","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($20,000 or less)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_215,VAR_4_215,Household,Households in occupied private dwellings,2023,Count,Total household income,"$20,001-$30,000","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($20,001-$30,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_216,VAR_4_216,Household,Households in occupied private dwellings,2023,Count,Total household income,"$30,001-$50,000","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($30,001-$50,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_217,VAR_4_217,Household,Households in occupied private dwellings,2023,Count,Total household income,"$50,001-$70,000","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($50,001-$70,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_218,VAR_4_218,Household,Households in occupied private dwellings,2023,Count,Total household income,"$70,001-$100,000","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($70,001-$100,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_219,VAR_4_219,Household,Households in occupied private dwellings,2023,Count,Total household income,"$100,001-$150,000","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($100,001-$150,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_220,VAR_4_220,Household,Households in occupied private dwellings,2023,Count,Total household income,"$150,001-$200,000","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($150,001-$200,000)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_221,VAR_4_221,Household,Households in occupied private dwellings,2023,Count,Total household income,"$200,001 or more","Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income ($200,001 or more)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_222,VAR_4_222,Household,Households in occupied private dwellings,2023,Count,Total household income,Not stated,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income (Not stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_223,VAR_4_223,Household,Households in occupied private dwellings,2023,Count,Total household income,Total,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_224,VAR_4_224,Household,Households in occupied private dwellings,2023,Count,Total household income,Total stated,"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Count, Var1: Total household income (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_225,VAR_4_225,Household,Households in occupied private dwellings,2023,Median,Total household income,Median ($),"Subject pop: Households in occupied private dwellings, Year: 2023, Measure: Median, Var1: Total household income (Median ($))"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_226,VAR_4_226,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,Under $200,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household (Under $200)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_227,VAR_4_227,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,$200 - $299,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household ($200 - $299)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_228,VAR_4_228,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,$300 - $399,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household ($300 - $399)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_229,VAR_4_229,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,$400 - $499,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household ($400 - $499)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_230,VAR_4_230,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,$500 - $599,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household ($500 - $599)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_231,VAR_4_231,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,$600 - $699,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household ($600 - $699)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_232,VAR_4_232,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,$700 - $799,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household ($700 - $799)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_233,VAR_4_233,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,$800 and over,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household ($800 and over)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_234,VAR_4_234,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,Not elsewhere included,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_235,VAR_4_235,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,Total,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_236,VAR_4_236,Dwelling,Households in rented occupied private dwellings,2013,Count,Weekly rent paid by household,Total stated,"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Count, Var1: Weekly rent paid by household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_237,VAR_4_237,Dwelling,Households in rented occupied private dwellings,2013,Median,Weekly rent paid by household,Median ($),"Subject pop: Households in rented occupied private dwellings, Year: 2013, Measure: Median, Var1: Weekly rent paid by household (Median ($))"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_238,VAR_4_238,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,Under $200,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household (Under $200)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_239,VAR_4_239,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,$200 - $299,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household ($200 - $299)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_240,VAR_4_240,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,$300 - $399,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household ($300 - $399)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_241,VAR_4_241,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,$400 - $499,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household ($400 - $499)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_242,VAR_4_242,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,$500 - $599,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household ($500 - $599)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_243,VAR_4_243,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,$600 - $699,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household ($600 - $699)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_244,VAR_4_244,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,$700 - $799,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household ($700 - $799)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_245,VAR_4_245,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,$800 and over,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household ($800 and over)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_246,VAR_4_246,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,Not elsewhere included,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_247,VAR_4_247,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,Total,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_248,VAR_4_248,Dwelling,Households in rented occupied private dwellings,2018,Count,Weekly rent paid by household,Total stated,"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Count, Var1: Weekly rent paid by household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_249,VAR_4_249,Dwelling,Households in rented occupied private dwellings,2018,Median,Weekly rent paid by household,Median ($),"Subject pop: Households in rented occupied private dwellings, Year: 2018, Measure: Median, Var1: Weekly rent paid by household (Median ($))"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_250,VAR_4_250,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,Under $200,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household (Under $200)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_251,VAR_4_251,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,$200 - $299,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household ($200 - $299)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_252,VAR_4_252,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,$300 - $399,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household ($300 - $399)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_253,VAR_4_253,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,$400 - $499,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household ($400 - $499)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_254,VAR_4_254,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,$500 - $599,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household ($500 - $599)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_255,VAR_4_255,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,$600 - $699,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household ($600 - $699)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_256,VAR_4_256,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,$700 - $799,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household ($700 - $799)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_257,VAR_4_257,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,$800 and over,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household ($800 and over)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_258,VAR_4_258,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,Not elsewhere included,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household (Not elsewhere included)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_259,VAR_4_259,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,Total,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household (Total)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_260,VAR_4_260,Dwelling,Households in rented occupied private dwellings,2023,Count,Weekly rent paid by household,Total stated,"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Count, Var1: Weekly rent paid by household (Total stated)"
2023 Census totals by topic for households by statistical area 2 (SA2),VAR_4_261,VAR_4_261,Dwelling,Households in rented occupied private dwellings,2023,Median,Weekly rent paid by household,Median ($),"Subject pop: Households in rented occupied private dwellings, Year: 2023, Measure: Median, Var1: Weekly rent paid by household (Median ($))"
2023 Census totals by topic for households by statistical area 2 (SA2),AREA_SQ_KM,AREA_SQ_KM,,,,,,,Area square kilometres
2023 Census totals by topic for households by statistical area 2 (SA2),LAND_AREA_SQ_KM,LAND_AREA_SQ_KM,,,,,,,Land area square kilometres
